task_type,estimated_duration,deadline_pressure,time_of_day,energy_level,mood_level,task_familiarity,reward_clarity,consequence_severity,previous_delay_count,environment_noise,device_distraction,social_obligation,friction_score,friction_level
household,81,low,evening,5,7,repeated,clear,4,6,low,medium,work,21.29,low
communication,89,low,evening,1,2,new,moderate,4,5,medium,high,individual,76.7,high
communication,49,low,evening,3,7,new,clear,2,6,high,medium,individual,40.74,medium
personal_admin,105,medium,evening,1,2,repeated,moderate,2,1,high,low,individual,42.03,medium
finance,91,low,morning,1,4,new,clear,5,6,medium,medium,family,50.48,medium
academic,75,medium,evening,9,1,repeated,clear,3,0,medium,medium,individual,24.25,low
academic,21,low,night,6,3,repeated,moderate,1,5,medium,medium,family,39.17,medium
communication,96,low,afternoon,8,5,repeated,moderate,7,2,medium,medium,individual,44.86,medium
academic,51,low,evening,5,6,repeated,moderate,10,4,low,medium,individual,44.98,medium
communication,98,medium,afternoon,9,3,repeated,unclear,3,0,medium,medium,family,31.15,low
personal_admin,73,low,evening,4,3,repeated,moderate,1,7,medium,medium,individual,41.99,medium
communication,28,high,evening,10,10,new,unclear,4,0,medium,low,college,40.01,medium
household,75,low,evening,8,6,new,unclear,8,6,medium,high,individual,48.41,medium
communication,38,low,evening,6,9,new,moderate,10,6,low,medium,work,40.63,medium
communication,54,medium,morning,10,2,new,clear,2,3,medium,low,college,9.71,low
communication,46,low,morning,5,2,repeated,clear,9,0,medium,medium,individual,11.13,low
personal_admin,37,high,afternoon,5,7,repeated,unclear,5,0,high,low,individual,35.79,medium
household,31,high,evening,3,4,repeated,clear,2,5,low,medium,work,30.8,low
personal_admin,82,low,afternoon,4,1,new,clear,1,1,medium,medium,individual,42.22,medium
personal_admin,63,medium,morning,10,6,repeated,unclear,5,1,medium,medium,college,16.07,low
academic,23,medium,morning,5,9,repeated,unclear,4,5,low,medium,individual,23.57,low
academic,116,high,morning,9,10,repeated,moderate,9,4,medium,low,work,28.39,low
academic,119,low,morning,10,6,new,unclear,4,5,medium,medium,individual,33.68,low
academic,106,low,night,3,6,repeated,unclear,2,4,high,low,work,61.59,medium
academic,80,medium,evening,5,4,repeated,moderate,7,3,high,medium,individual,63.94,medium
finance,7,low,morning,9,1,repeated,moderate,3,7,low,medium,individual,22.2,low
academic,75,medium,afternoon,1,7,repeated,clear,3,7,medium,medium,individual,45.52,medium
household,103,high,evening,5,4,new,clear,6,2,low,high,individual,49.05,medium
health,29,low,night,4,9,repeated,moderate,5,7,low,medium,college,24.16,low
academic,117,high,afternoon,1,4,new,moderate,3,5,high,medium,family,78.4,high
health,19,high,afternoon,1,9,repeated,moderate,4,3,medium,medium,college,47.78,medium
household,87,high,evening,7,1,repeated,moderate,5,3,low,medium,family,51.96,medium
academic,64,medium,night,6,10,repeated,moderate,7,6,high,medium,individual,52.46,medium
finance,87,medium,afternoon,1,4,repeated,unclear,2,7,low,low,family,63.08,medium
communication,27,low,morning,4,2,new,moderate,6,5,low,low,individual,27.95,low
personal_admin,15,high,afternoon,7,6,repeated,unclear,4,5,high,high,college,57.52,medium
finance,63,low,afternoon,6,9,new,unclear,5,0,medium,high,individual,30.77,low
health,89,low,afternoon,10,2,repeated,unclear,5,5,low,high,work,34.75,low
household,120,low,night,2,2,repeated,moderate,10,5,medium,low,individual,62.95,medium
academic,38,medium,night,9,1,repeated,unclear,8,4,low,high,college,79.6,high
health,107,low,afternoon,10,9,repeated,moderate,10,0,medium,medium,work,13.7,low
health,119,medium,evening,3,1,repeated,moderate,5,2,low,low,work,56.98,medium
personal_admin,11,medium,morning,2,2,repeated,clear,10,6,low,low,college,30.06,low
household,110,low,evening,1,5,repeated,moderate,5,6,high,high,college,68.47,high
household,48,low,evening,3,7,repeated,moderate,2,4,medium,low,work,27.58,low
health,95,low,afternoon,6,9,new,moderate,5,3,medium,medium,family,34.46,low
household,68,low,morning,10,1,repeated,moderate,1,1,medium,low,individual,-0.42,low
personal_admin,118,low,afternoon,1,8,repeated,unclear,10,4,medium,low,work,51.19,medium
personal_admin,27,low,afternoon,2,1,new,moderate,1,0,high,medium,work,34.72,low
household,106,high,evening,9,9,repeated,unclear,4,6,low,medium,individual,50.79,medium
health,62,medium,evening,1,10,repeated,moderate,2,0,medium,medium,work,18.11,low
health,24,medium,morning,1,2,new,moderate,5,1,high,low,college,29.98,low
academic,31,low,afternoon,9,3,repeated,moderate,3,6,medium,low,family,36.4,medium
personal_admin,64,low,night,3,10,repeated,moderate,9,6,low,medium,individual,35.74,medium
communication,12,medium,evening,6,4,repeated,moderate,9,6,low,high,individual,55.69,medium
health,105,medium,morning,3,3,repeated,clear,6,1,low,medium,individual,12.42,low
household,71,low,evening,2,2,repeated,clear,2,3,low,medium,individual,20.84,low
personal_admin,6,low,night,3,5,repeated,clear,5,4,high,medium,college,33.89,low
household,26,high,afternoon,10,2,repeated,unclear,2,6,medium,high,individual,52.65,medium
academic,74,low,afternoon,4,2,new,unclear,8,0,high,high,individual,51.23,medium
personal_admin,107,low,afternoon,1,8,new,moderate,9,6,low,low,individual,60.11,medium
academic,108,low,night,3,2,new,moderate,5,5,medium,medium,college,80.93,high
household,40,medium,evening,7,8,repeated,moderate,8,3,medium,medium,individual,18.97,low
personal_admin,112,medium,evening,2,8,repeated,clear,7,0,high,medium,college,39.91,medium
personal_admin,28,low,morning,7,1,new,moderate,6,5,high,high,individual,55.62,medium
communication,16,low,night,4,5,new,unclear,7,0,medium,medium,individual,50.37,medium
communication,85,medium,evening,7,9,repeated,unclear,9,3,low,medium,individual,44.82,medium
household,26,low,night,3,8,repeated,moderate,1,6,low,low,work,35.45,medium
household,87,low,evening,7,10,repeated,clear,1,2,medium,medium,family,-0.09,low
household,77,low,evening,10,9,new,moderate,4,1,low,medium,college,17.31,low
finance,80,low,morning,7,3,repeated,unclear,3,7,medium,low,college,29.95,low
health,100,medium,evening,3,2,repeated,unclear,9,2,medium,medium,individual,55.66,medium
health,99,medium,afternoon,6,1,new,moderate,10,6,low,medium,college,56.48,medium
health,85,high,morning,9,8,repeated,moderate,9,6,low,medium,individual,44.62,medium
academic,27,medium,evening,7,8,repeated,moderate,9,1,low,low,individual,32.85,low
communication,78,high,evening,5,8,repeated,moderate,7,4,high,high,individual,73.63,high
academic,67,high,afternoon,1,3,repeated,unclear,10,4,low,medium,college,74.49,high
communication,34,low,morning,8,1,repeated,moderate,1,2,medium,low,college,-4.61,low
household,23,low,morning,4,9,repeated,moderate,7,7,medium,medium,work,26.85,low
personal_admin,30,medium,morning,2,7,repeated,unclear,10,1,medium,medium,individual,36.15,medium
household,94,medium,afternoon,9,6,new,clear,10,3,medium,medium,individual,32.09,low
academic,15,high,evening,3,7,repeated,moderate,9,5,medium,medium,individual,61.63,medium
academic,24,medium,afternoon,6,6,new,clear,8,6,low,medium,individual,35.56,medium
health,60,medium,night,3,4,repeated,unclear,5,5,medium,high,individual,68.2,high
communication,49,low,morning,7,2,repeated,moderate,6,2,low,low,individual,13.11,low
academic,72,low,morning,2,1,repeated,clear,9,3,high,low,individual,36.02,medium
academic,51,high,evening,4,9,repeated,moderate,7,1,medium,low,family,37.01,medium
finance,80,high,night,10,2,new,moderate,6,5,medium,medium,individual,78.26,high
academic,93,low,morning,9,6,repeated,unclear,2,1,medium,high,individual,22.02,low
health,62,medium,night,8,8,repeated,moderate,5,1,low,high,individual,34.59,low
finance,14,medium,afternoon,8,7,repeated,moderate,7,4,high,high,individual,56.7,medium
academic,26,low,evening,8,9,repeated,unclear,3,3,high,low,family,20.38,low
academic,75,high,night,7,9,repeated,unclear,2,7,medium,medium,individual,68.37,high
personal_admin,28,medium,morning,6,4,new,clear,5,6,medium,medium,individual,28.95,low
household,70,low,evening,8,9,repeated,clear,6,6,low,low,individual,-7.7,low
household,100,low,night,7,10,repeated,moderate,6,6,high,low,college,33.58,low
health,89,low,evening,1,2,new,unclear,6,0,low,medium,college,67.23,high
personal_admin,65,low,afternoon,6,1,repeated,clear,7,7,low,low,individual,34.76,low
personal_admin,11,low,night,8,6,new,unclear,9,7,low,low,college,53.8,medium
health,76,low,evening,5,4,new,moderate,7,5,high,high,individual,55.28,medium
household,119,medium,afternoon,6,4,repeated,unclear,1,6,low,low,individual,51.12,medium
academic,42,medium,morning,2,10,repeated,unclear,1,3,low,medium,individual,38.63,medium
health,25,medium,afternoon,2,10,repeated,moderate,9,6,medium,medium,family,37.81,medium
communication,12,medium,afternoon,2,1,repeated,unclear,3,1,medium,medium,individual,45.17,medium
household,93,high,afternoon,6,6,repeated,moderate,8,1,medium,medium,individual,39.91,medium
personal_admin,32,high,night,5,3,repeated,unclear,1,2,medium,medium,college,58.34,medium
academic,96,low,night,6,7,repeated,moderate,4,5,medium,medium,individual,61.82,medium
communication,58,low,afternoon,6,1,repeated,moderate,3,4,high,high,individual,50.38,medium
academic,35,low,afternoon,4,8,new,clear,7,1,low,medium,individual,12.68,low
communication,120,medium,evening,7,9,new,moderate,3,6,low,high,college,71.19,high
academic,104,high,evening,9,4,new,unclear,5,3,high,medium,family,55.12,medium
academic,93,medium,morning,7,5,new,moderate,2,7,low,high,work,52.37,medium
academic,120,medium,afternoon,6,8,repeated,unclear,3,7,medium,low,individual,42.79,medium
communication,45,medium,night,3,5,new,moderate,1,4,medium,medium,individual,51.72,medium
finance,41,medium,evening,6,10,repeated,unclear,3,1,high,low,family,39.09,medium
communication,42,high,afternoon,8,4,new,unclear,8,5,medium,medium,individual,64.79,medium
personal_admin,55,high,evening,8,5,new,clear,3,1,medium,high,individual,42.6,medium
household,80,medium,evening,4,2,repeated,moderate,1,1,medium,low,individual,19.85,low
household,41,medium,night,5,10,repeated,clear,6,0,low,low,family,7.19,low
personal_admin,105,low,night,4,2,new,moderate,1,4,low,high,family,73.99,high
academic,35,low,afternoon,2,1,repeated,moderate,3,2,low,high,individual,45.64,medium
personal_admin,66,low,morning,5,4,new,moderate,2,7,medium,low,college,34.73,low
academic,22,low,afternoon,1,10,repeated,clear,3,4,medium,medium,family,26.89,low
personal_admin,94,high,morning,2,8,repeated,unclear,10,7,low,high,work,72.28,high
academic,10,low,morning,7,10,repeated,clear,10,3,high,medium,college,14.17,low
personal_admin,13,low,night,5,10,new,moderate,2,0,medium,low,family,13.47,low
communication,15,medium,evening,10,10,new,moderate,1,1,low,medium,work,-0.03,low
personal_admin,99,medium,morning,8,10,repeated,clear,5,1,medium,medium,work,-2.39,low
academic,114,high,night,6,2,repeated,moderate,4,5,low,medium,individual,65.98,high
communication,6,low,night,8,7,new,moderate,1,6,low,medium,family,21.39,low
personal_admin,33,high,night,2,8,new,unclear,3,4,low,high,family,61.0,medium
communication,114,low,evening,8,10,repeated,clear,10,4,medium,high,family,34.76,low
communication,55,high,morning,9,1,new,clear,5,7,medium,low,individual,56.3,medium
finance,110,medium,evening,8,3,repeated,unclear,7,4,high,medium,college,58.67,medium
communication,73,medium,morning,7,6,repeated,clear,1,2,low,medium,college,21.34,low
communication,27,low,evening,8,7,repeated,unclear,9,1,medium,low,individual,31.7,low
communication,104,medium,morning,2,5,repeated,moderate,7,6,medium,low,individual,56.19,medium
personal_admin,11,medium,night,6,7,repeated,moderate,3,5,medium,medium,individual,42.92,medium
academic,60,low,night,7,6,repeated,unclear,10,6,low,medium,individual,53.97,medium
household,81,low,evening,9,7,repeated,unclear,5,2,high,medium,family,28.6,low
personal_admin,110,high,evening,3,4,new,unclear,5,0,medium,medium,family,78.28,high
personal_admin,66,medium,night,6,2,repeated,clear,7,2,low,low,individual,26.72,low
communication,78,high,afternoon,8,8,repeated,moderate,2,0,low,medium,family,29.64,low
communication,104,medium,evening,4,1,new,clear,4,7,high,low,individual,67.34,high
household,84,low,morning,5,4,repeated,clear,5,3,high,medium,individual,16.89,low
academic,19,low,night,2,4,repeated,moderate,3,0,low,medium,college,31.83,low
communication,57,high,night,10,1,new,clear,9,3,low,high,individual,63.25,medium
household,47,medium,afternoon,7,8,repeated,unclear,7,4,medium,high,college,47.77,medium
communication,87,low,evening,8,6,new,unclear,8,5,medium,medium,college,51.72,medium
academic,89,medium,afternoon,6,2,new,moderate,10,3,medium,high,work,85.63,high
personal_admin,39,low,morning,9,4,new,clear,2,3,medium,low,work,6.77,low
personal_admin,83,high,morning,3,7,repeated,moderate,6,0,high,low,family,38.82,medium
finance,116,low,morning,9,9,new,moderate,2,2,medium,low,family,9.64,low
communication,18,low,afternoon,9,7,new,moderate,5,3,low,low,work,1.84,low
household,97,low,morning,9,2,repeated,moderate,6,6,high,medium,individual,43.05,medium
health,73,low,evening,6,1,repeated,clear,4,5,high,medium,individual,27.76,low
finance,53,medium,afternoon,9,10,new,moderate,7,6,high,low,individual,27.62,low
academic,22,medium,evening,7,7,repeated,moderate,8,4,medium,high,college,47.59,medium
personal_admin,55,medium,evening,8,9,repeated,unclear,7,4,low,low,individual,41.21,medium
health,5,medium,evening,8,2,new,moderate,10,6,high,medium,college,50.72,medium
personal_admin,31,low,night,8,3,repeated,unclear,9,5,medium,medium,work,47.59,medium
finance,68,medium,evening,3,4,new,clear,5,7,medium,medium,family,61.35,medium
communication,64,high,morning,6,9,repeated,clear,5,3,low,high,individual,12.64,low
household,95,low,evening,7,7,repeated,unclear,3,2,low,medium,college,6.12,low
personal_admin,93,low,afternoon,4,2,repeated,clear,7,3,low,medium,individual,22.2,low
personal_admin,45,medium,evening,4,4,repeated,moderate,8,7,medium,medium,family,60.58,medium
academic,25,low,night,7,4,repeated,unclear,10,5,low,medium,work,52.84,medium
academic,18,low,morning,2,4,repeated,unclear,3,2,low,medium,individual,19.81,low
household,120,medium,morning,8,10,new,moderate,6,6,low,high,individual,42.89,medium
health,24,high,morning,6,7,repeated,unclear,5,7,high,high,individual,70.93,high
personal_admin,96,medium,night,9,6,repeated,moderate,10,6,low,low,family,44.89,medium
academic,89,medium,afternoon,5,2,repeated,unclear,5,3,low,high,work,38.45,medium
communication,91,low,afternoon,10,10,repeated,unclear,7,6,medium,medium,college,29.98,low
household,15,medium,afternoon,10,2,new,clear,4,1,low,medium,individual,15.8,low
personal_admin,70,medium,morning,1,3,repeated,moderate,4,5,medium,low,individual,54.33,medium
health,88,medium,morning,7,10,repeated,clear,9,0,high,high,family,18.86,low
health,28,low,night,4,1,new,unclear,6,4,medium,high,individual,58.18,medium
communication,93,medium,morning,10,9,repeated,moderate,10,1,low,medium,individual,11.24,low
household,41,high,night,4,7,new,unclear,5,7,low,high,individual,86.64,high
household,90,medium,night,3,7,repeated,clear,7,0,medium,low,individual,25.33,low
academic,28,low,evening,5,9,repeated,clear,1,2,medium,high,individual,18.95,low
personal_admin,19,low,afternoon,6,7,repeated,moderate,7,1,medium,medium,individual,9.16,low
health,16,low,evening,3,1,new,moderate,8,0,medium,medium,individual,44.59,medium
personal_admin,114,low,morning,8,4,repeated,clear,9,3,medium,medium,family,20.66,low
personal_admin,99,high,night,2,9,new,moderate,2,0,medium,medium,family,56.8,medium
communication,111,medium,afternoon,7,6,repeated,moderate,3,2,low,low,individual,35.27,medium
health,68,medium,afternoon,1,8,repeated,clear,4,6,low,high,individual,26.55,low
personal_admin,35,high,morning,9,3,new,clear,1,5,low,high,college,32.55,low
health,57,low,night,9,6,repeated,unclear,4,4,low,medium,individual,33.44,low
academic,98,medium,evening,5,4,repeated,moderate,2,6,medium,low,individual,45.04,medium
communication,109,low,evening,2,8,repeated,moderate,10,2,low,medium,college,34.29,low
academic,88,low,night,6,3,new,clear,7,2,medium,medium,college,49.24,medium
personal_admin,76,low,night,10,5,new,moderate,1,5,medium,low,college,41.14,medium
communication,48,high,afternoon,5,2,new,clear,7,3,low,medium,individual,57.25,medium
academic,34,low,evening,4,7,new,moderate,9,5,medium,low,individual,25.79,low
finance,39,low,evening,2,9,new,moderate,9,1,medium,medium,college,43.39,medium
